id,name,latitude,longitude,elev,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
id,name,latitude,longitude,elev,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
WMO02197,HAPARANDA SWEDEN,65.81667,24.10000,15.0,nan,nan,nan,nan,nan,nan,199.6,152.6,196.4,125.9,nan,nan,nan,nan,nan
WMO02805,UTSJOKI KEVO FINLAND,69.75000,27.03333,101.0,nan,136.3,104.9,86.4,113.9,97.1,136.0,79.3,111.9,80.3,93.7,102.4,103.9,109.0,112.4
WMO02963,JOKIOINEN OBSERVATORY FINLAND,60.81667,23.50000,103.0,nan,132.1,134.7,77.3,91.0,101.7,154.3,131.7,188.4,119.0,106.1,83.1,126.0,147.7,100.4
WMO03160,EDINBURGH (TURNHOUSE AIRPORT) UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND,56.00000,-3.40000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO03534,BIRMINGHAM_AIRPORT UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND,52.45000,-1.73333,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO03827,PLYMOUTH-MOUNT BATTON UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND,50.40000,-4.10000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO03964,GALWAY IRELAND,53.30000,-9.00000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO04030,REYKJAVIK ICELAND,64.13333,-21.90000,61.0,nan,118.0,108.1,102.0,122.6,109.1,62.4,55.6,131.9,79.6,nan,nan,nan,119.7,98.3
WMO06590,LUXEMBOURG/LUXEMBOURG LUXEMBOURG,49.61667,6.21667,376.0,nan,103.9,126.6,100.4,108.0,124.6,142.1,166.9,90.9,161.7,nan,nan,nan,94.0,147.4
WMO07015,LILLE-LESQUIN FRANCE,50.56667,3.08333,47.0,nan,94.4,112.3,99.6,126.9,102.0,143.1,147.1,79.1,170.6,130.4,109.3,124.3,96.1,nan
WMO07149,ORLY FRANCE,48.71667,2.38333,90.0,nan,nan,nan,nan,141.0,143.6,148.1,159.3,87.0,168.4,135.1,112.6,112.6,92.7,nan
WMO07299,BALE-MULHOUSE FRANCE,47.60000,7.50000,273.0,nan,111.4,147.0,126.4,100.7,114.7,152.1,208.1,70.4,187.1,154.3,100.4,166.3,91.0,nan
WMO07577,MONTELIMAR FRANCE,44.56667,4.71667,74.0,nan,142.9,172.7,169.9,201.0,164.4,176.6,256.6,157.0,187.1,157.3,156.7,187.6,126.6,225.7
WMO07747,PERPIGNAN FRANCE,42.73333,2.86667,44.0,nan,181.7,186.6,199.0,240.0,203.1,178.3,254.7,136.3,210.7,nan,nan,nan,147.7,250.1
WMO08023,SANTANDER SPAIN,43.48333,-3.78333,59.0,nan,148.4,125.1,121.9,195.4,133.0,158.0,183.9,136.6,146.4,102.3,125.7,139.0,132.4,221.7
WMO08075,BURGOS/VILLAFRIA SPAIN,42.35000,-3.61667,892.0,nan,136.1,138.6,161.0,208.1,111.3,130.6,213.1,99.4,170.3,nan,nan,nan,105.7,242.3
WMO08161,ZARAGOZA SPAIN,41.63333,-0.90000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO08219,COLMENAR VIEJO/FAMET SPAIN,40.68333,-3.75000,998.0,nan,177.4,195.4,210.9,228.1,157.0,162.3,250.1,138.4,185.0,193.4,219.4,193.3,164.4,275.4
WMO08238,TORTOSA SPAIN,40.81667,0.48333,50.0,nan,203.0,214.6,212.4,224.9,179.0,186.9,274.3,184.1,211.0,198.9,208.3,238.4,183.4,nan
WMO08314,MENORCA/MAHON SPAIN,39.85000,4.20000,86.0,nan,175.1,145.6,156.6,196.7,123.0,150.0,199.6,167.0,189.7,140.1,158.6,245.7,163.3,nan
WMO08397,MORON DE LA FRONTERA SPAIN,37.15000,-5.60000,88.0,nan,200.7,220.6,240.7,202.6,158.6,212.1,266.7,167.0,204.6,219.4,231.3,nan,172.9,255.0
WMO08452,CADIZ OBS. SPAIN,36.50000,-6.25000,9.0,nan,214.4,nan,250.0,189.0,nan,nan,nan,188.7,nan,nan,nan,nan,nan,nan
WMO08515,SANTA MARIA (ACORES) PORTUGAL,36.96667,-25.16667,100.0,nan,193.3,198.0,212.0,nan,138.7,181.9,nan,146.3,114.0,nan,nan,nan,168.0,162.6
WMO08558,EVORA/C. COORD PORTUGAL,38.53333,-7.90000,246.0,nan,199.3,199.7,227.3,248.9,136.9,149.1,214.6,104.0,201.0,nan,nan,189.0,136.4,211.6
WMO10035,SCHLESWIG GERMANY,54.51667,9.53333,nan,nan,89.0,140.7,99.9,65.4,92.6,112.9,114.9,107.6,129.6,99.3,91.3,nan,87.1,83.6
WMO10131,CUXHAVEN GERMANY,53.86667,8.70000,12.0,nan,86.4,147.6,105.6,91.7,113.7,128.0,107.3,118.7,147.1,nan,nan,nan,112.4,89.6
WMO10168,GOLDBERG GERMANY,53.60000,12.10000,59.0,nan,nan,nan,nan,nan,95.9,146.6,127.0,131.1,153.0,112.3,92.7,108.3,127.6,nan
WMO10235,SOLTAU GERMANY,52.95000,9.78333,77.0,nan,nan,nan,nan,96.0,100.1,135.0,113.0,105.7,133.1,107.9,81.4,112.7,108.7,86.7
WMO10282,FELDBERG/MECKLENBURG GERMANY,53.31667,13.41667,116.0,nan,nan,nan,nan,nan,93.0,167.4,143.9,123.3,138.1,105.0,88.6,108.4,124.1,83.0
WMO10325,BAD SALZUFLEN GERMANY,52.10000,8.75000,136.0,nan,91.9,nan,nan,76.7,101.6,146.4,125.0,97.3,151.0,112.4,82.0,119.9,134.6,95.7
WMO10381,BERLIN-DAHLEM GERMANY,52.46667,13.30000,nan,nan,83.0,145.6,111.9,72.3,101.6,170.7,156.0,110.9,167.1,136.1,98.1,nan,140.7,106.0
WMO10427,KAHLER ASTEN GERMANY,51.16667,8.48333,858.0,nan,88.7,110.7,73.4,62.4,87.1,156.1,144.1,89.3,136.7,103.4,66.0,111.6,97.1,92.1
WMO10453,BROCKEN GERMANY,51.80000,10.61667,1152.0,nan,86.4,117.0,83.1,54.7,95.7,169.6,151.9,92.4,122.9,nan,nan,111.4,90.4,84.0
WMO10490,DOBERLUG-KIRCHHAIN GERMANY,51.63333,13.56667,97.0,nan,nan,nan,nan,nan,102.4,175.1,146.9,92.1,152.9,132.1,82.4,115.4,121.3,nan
WMO10520,ANDERNACH GERMANY,50.41667,7.41667,76.0,nan,nan,nan,nan,nan,nan,nan,138.4,94.0,152.3,nan,nan,nan,112.7,132.6
WMO10552,SCHMUECKE GERMANY,50.65000,10.76667,939.0,nan,nan,nan,nan,nan,93.0,175.3,156.4,80.1,140.9,119.1,53.7,113.9,78.9,91.0
WMO10579,MARIENBERG GERMANY,50.65000,13.13333,640.0,nan,nan,nan,nan,nan,111.6,171.1,150.3,88.3,150.7,139.7,71.1,116.0,121.0,126.3
WMO10646,NEUHUETTEN-SPESSART GERMANY,50.00000,9.41667,340.0,nan,nan,nan,nan,nan,86.0,164.3,153.3,80.3,153.4,nan,nan,nan,97.9,117.6
WMO10706,THOLEY GERMANY,49.46667,7.03333,387.0,nan,nan,nan,nan,nan,107.4,165.1,178.1,88.4,161.0,nan,nan,nan,98.7,151.6
WMO10742,OEHRINGEN GERMANY,49.20000,9.51667,274.0,nan,87.0,129.1,108.9,77.6,110.6,154.9,161.0,89.4,167.3,139.6,90.0,136.1,100.0,146.3
WMO10796,ZWIESEL GERMANY,49.01667,13.23333,616.0,nan,nan,nan,nan,nan,116.7,173.4,174.4,101.9,173.1,nan,nan,137.7,115.1,139.6
WMO10852,AUGSBURG GERMANY,48.41667,10.93333,476.0,nan,94.0,146.9,133.0,62.7,134.9,155.0,154.4,91.7,180.1,129.7,101.1,139.6,99.1,154.6
WMO10929,KONSTANZ GERMANY,47.66667,9.18333,444.0,nan,98.1,160.3,147.7,81.6,122.4,166.7,196.4,84.4,173.1,139.9,99.6,163.7,90.7,nan
WMO11028,ST. POELTEN (HESSERKASERNE) AUSTRIA,48.20000,15.60000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO11406,EGER CZECH REPUBLIC,50.08333,12.40000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO11787,LYSA HORA CZECH REPUBLIC,49.53333,18.43333,1326.0,nan,86.0,94.4,85.6,19.3,94.0,166.6,149.7,57.4,157.1,nan,nan,nan,73.6,127.3
WMO12330,POZNAN POLAND,52.41667,16.83333,88.0,nan,85.0,121.7,99.4,71.7,91.3,147.3,143.1,95.3,148.1,125.0,67.7,116.7,115.3,nan
WMO12843,BUDAPEST/PESTSZENTLORINC HUNGARY,47.43333,19.18333,139.0,nan,106.9,139.4,140.3,105.9,129.7,153.7,228.0,81.7,179.3,175.4,138.0,174.7,86.6,191.9
WMO13363,PLJEVLJA MONTENEGRO,43.35000,19.35000,788.0,nan,124.0,109.6,144.4,nan,110.3,104.0,156.4,nan,163.0,61.0,95.1,148.1,61.0,163.4
WMO13615,TIRANA ALBANIA,41.33333,19.78333,90.0,nan,nan,nan,nan,104.6,114.9,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO15023,SUCEAVA ROMANIA,47.61667,26.23333,353.0,nan,108.0,150.3,138.3,103.4,133.9,155.1,149.7,110.4,134.7,nan,nan,nan,87.3,153.6
WMO15360,SULINA ROMANIA,45.13333,29.75000,13.0,nan,120.7,149.6,150.3,142.4,135.7,144.0,168.3,103.6,122.9,105.9,95.1,143.9,89.7,173.7
WMO16008,S. VALENTINO ALLA MUTA ITALY,46.75000,10.53333,1461.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO16099,TREVISO/S.ANGELO ITALY,45.65000,12.18333,nan,nan,126.6,154.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO16191,FALCONARA ITALY,43.60000,13.40000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO16258,MONTE S. ANGELO ITALY,41.70000,15.93333,848.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO16429,TRAPANI BIRGI ITALY,37.90000,12.48333,9.0,nan,170.6,165.4,207.9,197.6,163.7,171.1,196.0,152.3,165.1,150.7,173.0,213.0,144.1,208.6
WMO16597,LUQA MALTA,35.85000,14.48333,nan,nan,239.3,194.3,211.1,223.1,202.3,205.6,223.4,225.4,210.6,nan,nan,nan,209.6,221.3
WMO16746,SOUDA (AIRPORT) GREECE,35.48333,24.11667,151.0,nan,191.1,166.4,222.1,194.9,210.3,156.4,191.7,208.3,211.7,159.6,221.7,177.6,196.1,179.3
WMO17062,ISTANBUL TURKEY,40.90000,29.15000,nan,nan,125.4,116.3,167.6,99.4,143.7,149.7,207.0,149.7,nan,nan,nan,nan,nan,nan
WMO17092,ERZINCAN TURKEY,39.70000,39.51667,1154.0,nan,138.1,154.3,136.3,103.4,133.1,158.9,135.7,133.7,166.7,123.6,172.0,149.3,134.6,126.6
WMO17150,BALIKESIR TURKEY,39.61667,27.91667,102.0,nan,81.0,134.0,146.0,118.6,141.6,145.0,179.7,142.3,157.6,108.6,147.4,138.1,129.9,191.6
WMO17202,ELAZIG TURKEY,38.60000,39.28333,881.0,nan,nan,170.3,164.6,108.7,138.4,173.1,178.9,160.4,191.7,149.3,197.0,173.3,185.9,155.4
WMO17255,KAHRAMANMARAS TURKEY,37.60000,36.93333,572.0,nan,126.7,148.7,167.6,97.3,112.7,171.9,165.7,140.0,168.9,122.0,175.7,180.0,156.0,149.6
WMO17351,ADANA/BOLGE TURKEY,36.98333,35.35000,27.0,nan,139.6,181.9,173.4,153.9,136.0,213.6,147.6,193.4,194.3,nan,nan,201.3,192.0,181.6
WMO20674,OSTROV DIKSON RUSSIAN FEDERATION (IN ASIA),73.50000,80.40000,46.0,nan,111.9,60.3,110.3,115.7,97.4,62.0,95.6,136.3,59.0,89.3,90.4,45.7,86.1,60.4
WMO21965,OSTROV CHETYREKHSTOLBOVOY RUSSIAN FEDERATION,70.60000,162.50000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO22602,REBOLY RUSSIAN FEDERATION (IN EUROPE),63.83333,30.81667,182.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO23205,NAR'JAN-MAR RUSSIAN FEDERATION (IN ASIA),67.61667,53.01667,11.0,nan,137.7,73.7,121.7,106.6,106.0,121.1,199.7,178.6,72.7,nan,nan,58.7,143.1,92.0
WMO23472,TURUHANSK RUSSIAN FEDERATION (IN ASIA),65.78333,87.98333,37.0,nan,139.7,156.3,131.7,160.0,171.7,106.7,172.0,187.9,128.0,99.6,116.9,82.9,139.3,73.6
WMO23884,BOR RUSSIAN FEDERATION (IN ASIA),61.56667,90.01667,57.0,nan,146.6,106.3,86.3,166.7,148.3,105.6,148.1,139.6,107.9,101.0,124.7,nan,115.6,91.6
WMO24143,DZARDZAN RUSSIAN FEDERATION (IN ASIA),68.73333,124.00000,38.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO24713,NAKANNO RUSSIAN FEDERATION (IN ASIA),62.88333,108.43333,245.0,nan,200.1,213.7,132.7,204.1,210.0,145.1,187.9,189.0,142.7,nan,nan,nan,165.9,145.4
WMO25173,MYS SHMIDTA RUSSIAN FEDERATION (IN ASIA),68.90000,-179.63333,3.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO25538,VERHNEE PENZINO RUSSIAN FEDERATION (IN ASIA),64.21667,164.23333,325.0,nan,135.0,100.0,269.0,211.9,nan,nan,171.9,157.1,147.1,177.0,162.9,nan,nan,nan
WMO26038,TALLINN-HARKU ESTONIA,59.38333,24.60000,34.0,nan,127.7,144.9,74.6,94.4,99.7,173.3,132.1,187.9,153.0,121.0,119.6,108.9,147.4,123.6
WMO26393,VYSNIJ VOLOCEK RUSSIAN FEDERATION,57.58333,34.56667,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO26629,KAUNAS LITHUANIA,54.88333,23.83333,76.0,nan,129.7,149.1,113.1,76.7,113.6,169.3,125.3,158.4,112.0,103.0,75.3,nan,140.3,109.3
WMO27199,KIROV RUSSIAN FEDERATION (IN EUROPE),58.56667,49.56667,158.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO28138,BISER RUSSIAN FEDERATION (IN ASIA),58.51667,58.85000,463.0,nan,65.7,143.4,106.9,107.4,125.0,137.4,151.7,125.0,92.4,205.6,120.1,127.6,144.4,91.6
WMO28573,ISHIM RUSSIAN FEDERATION (IN ASIA),56.10000,69.43333,82.0,nan,196.3,134.9,180.4,163.3,179.0,206.9,170.9,155.6,114.0,nan,nan,223.0,200.3,190.9
WMO28766,BLAGOVESHCHENKA KAZAKHSTAN,54.36667,66.96667,151.0,nan,nan,nan,nan,nan,nan,204.0,177.6,143.3,149.3,nan,nan,202.9,171.1,168.6
WMO29594,TAJSHET RUSSIAN FEDERATION (IN ASIA),55.95000,98.00000,306.0,nan,167.0,143.1,194.9,189.7,190.3,196.0,202.7,169.4,161.9,nan,nan,197.0,180.9,162.4
WMO30230,KIRENSK RUSSIAN FEDERATION (IN ASIA),57.76667,108.06667,258.0,nan,165.0,170.6,148.9,179.7,196.7,169.3,179.0,nan,157.4,nan,nan,nan,161.4,161.1
WMO30635,UST'-BARGUZIN RUSSIAN FEDERATION (IN ASIA),53.41667,109.01667,460.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO30949,KYRA RUSSIAN FEDERATION (IN ASIA),49.56667,111.96667,907.0,nan,229.3,217.0,241.0,233.0,205.7,253.9,258.0,264.4,252.4,227.9,248.1,262.9,259.0,nan
WMO31416,IM POLINY OSIPENKO RUSSIAN FEDERATION (IN ASIA),52.41667,136.50000,70.0,nan,223.4,202.7,178.0,201.1,220.6,265.9,236.3,193.4,221.0,169.6,215.4,nan,242.1,235.6
WMO32061,ALEKSANDROVSK-SAHALINSKIJ RUSSIAN FEDERATION (IN ASIA),50.90000,142.16667,31.0,nan,140.4,149.9,175.1,157.1,184.0,206.7,195.1,153.3,180.1,158.9,175.9,nan,182.3,196.1
WMO32389,KLJUCHI RUSSIAN FEDERATION (IN ASIA),56.31667,160.83333,28.0,nan,172.0,94.7,153.6,148.1,175.4,140.9,158.6,118.1,139.3,155.6,161.0,83.0,141.0,162.9
WMO33041,GOMEL BELARUS,52.40000,30.95000,126.0,nan,114.1,141.6,102.6,58.9,123.1,154.1,141.9,118.6,166.0,140.7,102.3,136.0,113.9,137.3
WMO33777,VOZNESENS'K UKRAINE,47.56667,31.33333,34.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO33983,KERCH UKRAINE,45.40000,36.41667,49.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO34300,KHARKIV UKRAINE,49.96667,36.13333,155.0,nan,89.6,165.4,104.9,67.9,121.0,172.0,132.4,95.6,168.9,nan,nan,136.7,85.7,115.6
WMO34927,KRASNODAR-KRUGLIK RUSSIAN FEDERATION (IN EUROPE),45.05000,39.03333,29.0,nan,115.4,155.7,135.9,92.7,122.0,114.6,155.4,110.4,150.4,145.1,127.0,148.3,nan,nan
