id,name,latitude,longitude,elev,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
id,name,latitude,longitude,elev,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
WMO02197,HAPARANDA SWEDEN,65.81667,24.10000,15.0,nan,nan,nan,nan,nan,86.1,90.7,59.7,97.1,nan,nan,nan,nan,nan,nan
WMO02805,UTSJOKI KEVO FINLAND,69.75000,27.03333,101.0,nan,38.7,41.6,39.9,70.1,28.3,31.1,23.6,nan,46.7,61.3,37.7,30.3,67.9,nan
WMO02963,JOKIOINEN OBSERVATORY FINLAND,60.81667,23.50000,103.0,nan,36.3,51.4,75.7,92.4,98.0,94.1,37.1,nan,47.7,149.7,77.9,40.3,78.6,51.0
WMO03160,EDINBURGH (TURNHOUSE AIRPORT) UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND,56.00000,-3.40000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO03534,BIRMINGHAM_AIRPORT UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND,52.45000,-1.73333,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO03827,PLYMOUTH-MOUNT BATTON UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND,50.40000,-4.10000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO03964,GALWAY IRELAND,53.30000,-9.00000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO04030,REYKJAVIK ICELAND,64.13333,-21.90000,61.0,nan,117.7,70.4,92.6,53.6,99.7,91.6,109.3,92.4,94.0,nan,nan,nan,78.6,77.3
WMO06590,LUXEMBOURG/LUXEMBOURG LUXEMBOURG,49.61667,6.21667,376.0,nan,101.9,132.0,81.4,111.4,124.0,131.4,116.3,80.1,82.6,nan,nan,nan,159.3,82.1
WMO07015,LILLE-LESQUIN FRANCE,50.56667,3.08333,47.0,nan,108.0,111.7,104.3,81.0,110.1,133.4,94.1,86.7,106.7,88.1,109.3,100.1,nan,nan
WMO07149,ORLY FRANCE,48.71667,2.38333,90.0,nan,nan,nan,nan,112.4,130.4,123.4,81.9,84.6,102.0,100.4,128.6,122.6,156.1,nan
WMO07299,BALE-MULHOUSE FRANCE,47.60000,7.50000,273.0,nan,123.7,127.3,116.0,115.6,109.7,160.1,100.7,105.6,125.1,113.7,91.7,151.4,nan,nan
WMO07577,MONTELIMAR FRANCE,44.56667,4.71667,74.0,nan,164.1,203.4,123.7,198.1,157.6,162.0,146.9,121.0,169.4,158.0,157.6,213.0,145.4,nan
WMO07747,PERPIGNAN FRANCE,42.73333,2.86667,44.0,nan,165.9,196.9,184.6,212.0,181.6,225.4,162.4,160.9,205.6,nan,nan,nan,152.6,168.9
WMO08023,SANTANDER SPAIN,43.48333,-3.78333,59.0,nan,146.0,144.9,143.7,162.3,125.3,178.1,143.1,143.6,173.0,153.9,160.7,164.0,178.4,130.4
WMO08075,BURGOS/VILLAFRIA SPAIN,42.35000,-3.61667,892.0,nan,146.6,170.4,151.0,172.3,165.9,215.7,150.7,147.9,182.0,nan,nan,nan,161.9,160.0
WMO08161,ZARAGOZA SPAIN,41.63333,-0.90000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO08219,COLMENAR VIEJO/FAMET SPAIN,40.68333,-3.75000,998.0,nan,135.7,219.3,167.7,221.0,201.4,225.1,189.4,200.1,192.7,161.9,176.1,257.3,173.7,nan
WMO08238,TORTOSA SPAIN,40.81667,0.48333,50.0,nan,185.7,218.0,175.0,213.3,220.4,207.1,196.3,213.4,217.3,211.0,166.7,240.9,208.6,nan
WMO08314,MENORCA/MAHON SPAIN,39.85000,4.20000,86.0,nan,185.4,124.6,114.4,183.6,140.1,197.0,148.9,139.1,207.6,165.0,186.7,227.3,181.1,nan
WMO08397,MORON DE LA FRONTERA SPAIN,37.15000,-5.60000,88.0,nan,178.3,256.1,202.9,261.1,231.9,269.4,213.1,235.1,234.0,191.7,225.3,nan,214.3,249.6
WMO08452,CADIZ OBS. SPAIN,36.50000,-6.25000,9.0,nan,183.4,nan,206.1,nan,nan,nan,210.0,nan,nan,nan,nan,nan,nan,nan
WMO08515,SANTA MARIA (ACORES) PORTUGAL,36.96667,-25.16667,100.0,nan,165.0,219.0,197.0,nan,151.1,193.0,139.0,nan,nan,nan,nan,nan,156.4,156.6
WMO08558,EVORA/C. COORD PORTUGAL,38.53333,-7.90000,246.0,nan,167.1,253.1,189.7,191.4,121.1,185.0,148.0,49.0,117.0,nan,nan,80.0,128.0,133.0
WMO10035,SCHLESWIG GERMANY,54.51667,9.53333,nan,nan,61.7,107.6,76.1,98.9,114.4,130.7,89.6,94.7,83.0,98.4,67.1,nan,130.6,72.0
