id,name,latitude,longitude,elev,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
id,name,latitude,longitude,elev,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
WMO02197,HAPARANDA SWEDEN,65.81667,24.10000,15.0,nan,nan,nan,nan,nan,309.0,287.4,274.3,333.1,nan,nan,nan,nan,nan,nan
WMO02805,UTSJOKI KEVO FINLAND,69.75000,27.03333,101.0,nan,214.3,178.0,166.6,151.7,181.0,140.1,195.0,313.3,242.3,135.4,209.9,175.4,210.6,nan
WMO02963,JOKIOINEN OBSERVATORY FINLAND,60.81667,23.50000,103.0,nan,277.6,250.4,234.6,291.6,225.4,263.9,268.1,242.1,200.4,206.7,295.4,307.1,350.4,248.9
WMO03160,EDINBURGH (TURNHOUSE AIRPORT) UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND,56.00000,-3.40000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO03534,BIRMINGHAM_AIRPORT UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND,52.45000,-1.73333,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO03827,PLYMOUTH-MOUNT BATTON UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND,50.40000,-4.10000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO03964,GALWAY IRELAND,53.30000,-9.00000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO04030,REYKJAVIK ICELAND,64.13333,-21.90000,61.0,nan,235.1,257.1,190.1,248.3,201.6,240.1,303.1,180.6,167.9,nan,nan,nan,127.9,256.1
WMO06590,LUXEMBOURG/LUXEMBOURG LUXEMBOURG,49.61667,6.21667,376.0,nan,212.4,203.4,258.4,227.4,190.4,287.7,241.4,159.1,250.0,nan,nan,nan,262.9,248.7
WMO07015,LILLE-LESQUIN FRANCE,50.56667,3.08333,47.0,nan,163.1,151.6,223.3,194.7,206.4,243.7,173.3,145.4,191.0,209.0,176.4,217.4,232.4,nan
WMO07149,ORLY FRANCE,48.71667,2.38333,90.0,nan,nan,nan,nan,204.9,206.6,277.0,187.1,144.9,222.4,231.9,155.0,248.3,259.4,nan
WMO07299,BALE-MULHOUSE FRANCE,47.60000,7.50000,273.0,nan,194.1,208.6,221.7,224.9,135.3,273.6,226.7,144.1,212.1,200.6,173.3,262.3,222.7,nan
WMO07577,MONTELIMAR FRANCE,44.56667,4.71667,74.0,nan,284.1,244.1,223.7,306.0,228.9,309.1,282.3,236.7,282.4,308.6,254.6,298.9,254.6,264.0
WMO07747,PERPIGNAN FRANCE,42.73333,2.86667,44.0,nan,275.6,234.3,206.3,251.4,243.1,277.3,242.0,246.0,255.4,nan,nan,nan,218.6,286.1
WMO08023,SANTANDER SPAIN,43.48333,-3.78333,59.0,nan,209.4,173.3,192.7,199.0,192.6,197.3,223.3,165.6,235.0,191.4,236.3,220.3,204.3,233.0
WMO08075,BURGOS/VILLAFRIA SPAIN,42.35000,-3.61667,892.0,nan,288.3,238.9,198.1,291.6,244.3,266.7,287.9,214.1,281.9,nan,nan,nan,238.7,277.0
WMO08161,ZARAGOZA SPAIN,41.63333,-0.90000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO08219,COLMENAR VIEJO/FAMET SPAIN,40.68333,-3.75000,998.0,nan,289.6,270.3,211.7,319.7,292.3,289.7,307.4,293.6,315.4,330.4,275.9,284.6,256.9,328.0
WMO08238,TORTOSA SPAIN,40.81667,0.48333,50.0,nan,277.9,284.7,223.4,299.0,296.3,295.9,302.1,302.9,258.4,319.9,278.4,295.9,249.9,303.1
WMO08314,MENORCA/MAHON SPAIN,39.85000,4.20000,86.0,nan,265.6,270.4,202.4,310.1,256.4,279.0,309.0,256.7,284.1,296.0,290.3,356.0,276.9,325.0
WMO08397,MORON DE LA FRONTERA SPAIN,37.15000,-5.60000,88.0,nan,296.4,316.7,290.1,320.9,345.1,300.0,332.7,327.9,368.6,341.4,313.3,nan,293.3,366.3
WMO08452,CADIZ OBS. SPAIN,36.50000,-6.25000,9.0,nan,315.4,nan,371.0,329.6,nan,nan,323.0,328.3,nan,nan,nan,nan,nan,nan
WMO08515,SANTA MARIA (ACORES) PORTUGAL,36.96667,-25.16667,100.0,nan,261.1,281.0,287.1,nan,252.3,212.1,231.0,196.0,234.0,nan,nan,nan,236.6,244.7
WMO08558,EVORA/C. COORD PORTUGAL,38.53333,-7.90000,246.0,nan,253.0,297.4,257.0,285.7,288.6,277.0,281.3,292.0,292.0,nan,nan,273.9,244.4,223.3
WMO10035,SCHLESWIG GERMANY,54.51667,9.53333,nan,nan,232.7,227.6,335.3,277.0,194.4,244.9,216.6,187.4,197.9,189.6,242.3,nan,318.1,216.0
WMO10131,CUXHAVEN GERMANY,53.86667,8.70000,12.0,nan,227.9,228.9,339.1,273.4,200.0,250.0,202.6,161.1,195.3,nan,nan,nan,299.7,211.3
WMO10168,GOLDBERG GERMANY,53.60000,12.10000,59.0,nan,nan,nan,nan,201.0,163.6,267.6,221.6,203.1,195.9,194.7,260.4,240.7,329.0,nan
WMO10235,SOLTAU GERMANY,52.95000,9.78333,77.0,nan,nan,nan,nan,241.0,149.9,230.0,189.6,140.1,171.0,183.3,222.7,195.4,270.0,212.6
WMO10282,FELDBERG/MECKLENBURG GERMANY,53.31667,13.41667,116.0,nan,nan,nan,nan,nan,162.9,282.9,220.0,211.4,192.1,191.7,259.7,227.1,319.6,244.1
WMO10325,BAD SALZUFLEN GERMANY,52.10000,8.75000,136.0,nan,226.0,nan,nan,218.4,161.1,259.3,196.0,144.6,170.1,181.0,217.0,205.7,262.0,208.3
WMO10381,BERLIN-DAHLEM GERMANY,52.46667,13.30000,nan,nan,242.3,240.3,297.9,234.6,152.6,281.6,227.7,188.6,206.0,220.0,263.0,nan,324.4,256.7
WMO10427,KAHLER ASTEN GERMANY,51.16667,8.48333,858.0,nan,184.1,164.3,211.6,158.6,139.3,228.4,162.0,104.3,152.6,165.7,180.4,188.4,247.6,186.6
WMO10453,BROCKEN GERMANY,51.80000,10.61667,1152.0,nan,190.3,179.9,247.4,175.9,126.0,215.4,181.9,128.4,154.3,nan,nan,180.9,258.9,nan
WMO10490,DOBERLUG-KIRCHHAIN GERMANY,51.63333,13.56667,97.0,nan,nan,nan,nan,nan,147.4,255.9,231.9,166.3,198.3,219.9,244.3,236.9,274.1,nan
WMO10520,ANDERNACH GERMANY,50.41667,7.41667,76.0,nan,nan,nan,nan,nan,nan,nan,184.9,148.3,200.7,nan,nan,nan,265.0,217.1
WMO10552,SCHMUECKE GERMANY,50.65000,10.76667,939.0,nan,nan,nan,nan,nan,123.6,245.1,192.4,111.3,161.4,187.3,178.1,189.7,241.6,191.3
WMO10579,MARIENBERG GERMANY,50.65000,13.13333,640.0,nan,nan,nan,nan,nan,123.7,255.9,229.1,136.1,172.9,199.7,203.9,232.0,241.7,202.0
WMO10646,NEUHUETTEN-SPESSART GERMANY,50.00000,9.41667,340.0,nan,nan,nan,nan,nan,144.4,259.6,226.3,132.7,192.4,nan,nan,nan,252.9,212.9
WMO10706,THOLEY GERMANY,49.46667,7.03333,387.0,nan,nan,nan,nan,nan,163.3,280.6,218.3,145.1,213.7,nan,nan,nan,263.0,239.1
