id,name,latitude,longitude,elev,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
id,name,latitude,longitude,elev,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
WMO02197,HAPARANDA SWEDEN,65.81667,24.10000,15.0,nan,nan,nan,nan,nan,166.3,86.9,120.0,106.7,nan,nan,nan,nan,nan,nan
WMO02805,UTSJOKI KEVO FINLAND,69.75000,27.03333,101.0,nan,46.3,77.7,112.1,86.0,47.0,36.7,54.9,97.0,81.6,67.4,68.0,84.7,102.3,nan
WMO02963,JOKIOINEN OBSERVATORY FINLAND,60.81667,23.50000,103.0,nan,123.9,96.1,92.3,106.0,102.9,96.7,80.7,126.0,140.0,135.7,130.6,82.3,112.4,100.3
WMO03160,EDINBURGH (TURNHOUSE AIRPORT) UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND,56.00000,-3.40000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO03534,BIRMINGHAM_AIRPORT UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND,52.45000,-1.73333,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO03827,PLYMOUTH-MOUNT BATTON UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND,50.40000,-4.10000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO03964,GALWAY IRELAND,53.30000,-9.00000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO04030,REYKJAVIK ICELAND,64.13333,-21.90000,61.0,nan,120.7,83.0,110.1,67.1,108.3,148.9,137.0,114.9,88.6,nan,nan,nan,141.4,120.6
WMO06590,LUXEMBOURG/LUXEMBOURG LUXEMBOURG,49.61667,6.21667,376.0,nan,163.7,166.3,133.6,159.3,171.7,181.0,173.6,135.3,165.3,nan,nan,nan,220.9,159.3
WMO07015,LILLE-LESQUIN FRANCE,50.56667,3.08333,47.0,nan,155.1,120.0,147.9,150.0,141.9,159.0,163.1,139.7,141.7,135.7,160.7,126.3,179.0,nan
WMO07149,ORLY FRANCE,48.71667,2.38333,90.0,nan,nan,nan,nan,170.6,182.1,167.4,148.1,136.7,188.0,160.4,158.4,132.4,204.0,nan
WMO07299,BALE-MULHOUSE FRANCE,47.60000,7.50000,273.0,nan,158.1,172.7,128.3,163.0,178.1,214.0,139.3,145.0,170.4,158.3,173.1,157.7,nan,nan
WMO07577,MONTELIMAR FRANCE,44.56667,4.71667,74.0,nan,212.1,250.7,198.9,241.3,226.9,233.4,191.1,209.9,222.4,208.9,232.6,230.3,253.7,nan
WMO07747,PERPIGNAN FRANCE,42.73333,2.86667,44.0,nan,180.7,243.9,213.3,241.0,219.9,246.3,183.3,222.4,224.3,nan,nan,nan,215.7,219.4
WMO08023,SANTANDER SPAIN,43.48333,-3.78333,59.0,nan,168.7,193.4,187.6,205.9,179.4,206.6,185.9,175.3,215.9,172.6,185.4,180.0,212.6,196.6
WMO08075,BURGOS/VILLAFRIA SPAIN,42.35000,-3.61667,892.0,nan,176.9,216.0,214.9,217.4,209.9,259.7,202.4,235.6,228.7,nan,nan,nan,267.6,217.7
WMO08161,ZARAGOZA SPAIN,41.63333,-0.90000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO08219,COLMENAR VIEJO/FAMET SPAIN,40.68333,-3.75000,998.0,nan,204.3,240.3,221.6,232.7,235.4,276.0,235.1,244.0,228.9,216.7,250.1,281.0,236.1,nan
WMO08238,TORTOSA SPAIN,40.81667,0.48333,50.0,nan,213.9,238.9,197.9,223.4,242.1,267.3,207.1,246.9,212.0,210.0,227.1,244.0,241.0,nan
