id,name,latitude,longitude,elev,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
id,name,latitude,longitude,elev,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
WMO02197,HAPARANDA SWEDEN,65.81667,24.10000,15.0,nan,nan,nan,nan,nan,198.9,117.1,174.6,158.1,nan,nan,nan,nan,nan,nan
WMO02805,UTSJOKI KEVO FINLAND,69.75000,27.03333,101.0,nan,91.1,99.4,131.3,88.0,71.3,66.7,96.0,111.0,100.1,90.3,91.4,99.9,110.6,nan
WMO02963,JOKIOINEN OBSERVATORY FINLAND,60.81667,23.50000,103.0,nan,179.6,150.7,102.9,233.0,124.9,125.3,123.3,157.1,171.7,176.6,147.4,112.0,149.6,152.0
WMO03160,EDINBURGH (TURNHOUSE AIRPORT) UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND,56.00000,-3.40000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO03534,BIRMINGHAM_AIRPORT UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND,52.45000,-1.73333,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO03827,PLYMOUTH-MOUNT BATTON UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND,50.40000,-4.10000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO03964,GALWAY IRELAND,53.30000,-9.00000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO04030,REYKJAVIK ICELAND,64.13333,-21.90000,61.0,nan,129.0,119.6,127.0,112.6,134.9,181.7,149.0,124.3,112.3,nan,nan,nan,170.0,160.3
WMO06590,LUXEMBOURG/LUXEMBOURG LUXEMBOURG,49.61667,6.21667,376.0,nan,170.6,189.1,165.9,205.9,188.9,205.3,213.3,186.7,192.7,nan,nan,nan,244.9,207.9
WMO07015,LILLE-LESQUIN FRANCE,50.56667,3.08333,47.0,nan,153.7,129.7,151.6,197.4,149.6,160.7,192.9,169.1,156.6,165.1,197.3,148.0,180.4,nan
WMO07149,ORLY FRANCE,48.71667,2.38333,90.0,nan,nan,nan,nan,211.1,191.0,187.4,188.4,184.4,202.6,189.9,193.0,147.3,223.1,nan
WMO07299,BALE-MULHOUSE FRANCE,47.60000,7.50000,273.0,nan,164.1,189.6,151.7,207.3,198.1,240.9,184.4,191.3,183.3,193.7,223.1,178.3,261.0,nan
WMO07577,MONTELIMAR FRANCE,44.56667,4.71667,74.0,nan,243.6,268.7,244.6,275.6,265.4,273.4,238.6,267.9,249.0,253.1,282.9,249.1,295.1,nan
WMO07747,PERPIGNAN FRANCE,42.73333,2.86667,44.0,nan,216.1,259.6,236.4,263.6,253.3,257.7,219.0,258.1,230.6,nan,nan,nan,260.0,253.1
WMO08023,SANTANDER SPAIN,43.48333,-3.78333,59.0,nan,190.4,206.0,204.7,215.9,208.0,207.4,206.1,201.0,221.0,190.3,212.0,192.3,233.4,216.9
WMO08075,BURGOS/VILLAFRIA SPAIN,42.35000,-3.61667,892.0,nan,226.9,247.1,263.1,256.0,254.4,281.7,245.9,288.1,261.9,nan,nan,nan,320.1,253.7
WMO08161,ZARAGOZA SPAIN,41.63333,-0.90000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO08219,COLMENAR VIEJO/FAMET SPAIN,40.68333,-3.75000,998.0,nan,267.7,266.0,271.6,264.4,269.1,298.3,275.4,284.6,271.4,260.1,302.7,295.9,276.1,nan
WMO08238,TORTOSA SPAIN,40.81667,0.48333,50.0,nan,254.4,259.4,227.0,250.3,265.0,292.7,232.3,259.4,214.6,230.6,271.4,275.0,267.6,304.0
WMO08314,MENORCA/MAHON SPAIN,39.85000,4.20000,86.0,nan,188.9,211.1,216.1,235.6,231.9,267.9,234.0,238.7,232.1,212.6,281.1,248.4,251.3,273.6
WMO08397,MORON DE LA FRONTERA SPAIN,37.15000,-5.60000,88.0,nan,286.3,265.0,254.9,270.4,282.7,291.3,272.1,274.4,279.9,265.1,303.1,nan,290.3,282.7
WMO08452,CADIZ OBS. SPAIN,36.50000,-6.25000,9.0,nan,nan,nan,254.0,370.0,nan,nan,272.3,283.0,nan,nan,nan,nan,nan,nan
WMO08515,SANTA MARIA (ACORES) PORTUGAL,36.96667,-25.16667,100.0,nan,249.6,224.7,258.4,nan,219.7,214.0,nan,228.0,218.6,nan,nan,nan,219.4,193.3
WMO08558,EVORA/C. COORD PORTUGAL,38.53333,-7.90000,246.0,nan,292.3,274.1,280.9,303.0,274.9,272.0,275.6,269.4,184.0,nan,nan,258.7,244.0,193.7
WMO10035,SCHLESWIG GERMANY,54.51667,9.53333,nan,nan,189.6,152.3,117.1,181.3,143.7,140.3,151.7,159.4,179.7,175.9,214.1,nan,172.3,157.1
WMO10131,CUXHAVEN GERMANY,53.86667,8.70000,12.0,nan,186.4,142.3,157.1,193.7,141.6,144.1,148.7,149.7,175.7,nan,nan,nan,178.4,167.0
WMO10168,GOLDBERG GERMANY,53.60000,12.10000,59.0,nan,nan,nan,nan,210.7,127.7,160.0,166.3,157.3,187.6,193.4,230.3,169.6,217.0,nan
WMO10235,SOLTAU GERMANY,52.95000,9.78333,77.0,nan,nan,nan,nan,188.0,118.3,153.9,151.6,139.9,157.1,154.1,188.7,129.1,198.3,158.1
WMO10282,FELDBERG/MECKLENBURG GERMANY,53.31667,13.41667,116.0,nan,nan,nan,nan,213.0,143.6,181.0,176.7,150.0,182.0,190.4,224.1,157.6,217.4,165.6
WMO10325,BAD SALZUFLEN GERMANY,52.10000,8.75000,136.0,nan,194.4,nan,nan,176.9,114.6,164.6,155.3,138.7,145.1,164.3,208.1,123.6,201.1,226.0
WMO10381,BERLIN-DAHLEM GERMANY,52.46667,13.30000,nan,nan,210.7,168.1,151.9,239.3,140.1,197.6,219.1,156.6,179.1,211.3,244.1,nan,239.7,205.0
WMO10427,KAHLER ASTEN GERMANY,51.16667,8.48333,858.0,nan,175.9,122.6,116.7,159.7,98.1,139.4,154.9,121.7,99.0,124.1,205.9,91.6,187.3,146.9
WMO10453,BROCKEN GERMANY,51.80000,10.61667,1152.0,nan,171.1,112.4,112.9,164.1,92.6,155.1,156.1,118.1,108.7,nan,nan,98.9,202.3,nan
