id,name,latitude,longitude,elev,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
id,name,latitude,longitude,elev,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
WMO02197,HAPARANDA SWEDEN,65.81667,24.10000,15.0,nan,nan,nan,nan,nan,136.6,91.7,98.0,106.4,nan,nan,nan,nan,nan,nan
WMO02805,UTSJOKI KEVO FINLAND,69.75000,27.03333,101.0,nan,44.6,65.4,85.3,84.0,41.0,36.4,43.7,97.0,70.1,68.9,58.0,64.4,92.6,nan
WMO02963,JOKIOINEN OBSERVATORY FINLAND,60.81667,23.50000,103.0,nan,88.7,79.3,88.6,106.0,105.7,100.4,64.4,126.0,106.0,149.4,113.1,66.6,101.9,80.6
WMO03160,EDINBURGH (TURNHOUSE AIRPORT) UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND,56.00000,-3.40000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO03534,BIRMINGHAM_AIRPORT UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND,52.45000,-1.73333,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO03827,PLYMOUTH-MOUNT BATTON UNITED KINGDOM OF GREAT BRITAIN AND NORTHERN IRELAND,50.40000,-4.10000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO03964,GALWAY IRELAND,53.30000,-9.00000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO04030,REYKJAVIK ICELAND,64.13333,-21.90000,61.0,nan,124.4,81.0,107.3,62.3,106.6,129.7,131.0,109.7,95.1,nan,nan,nan,118.9,105.1
WMO06590,LUXEMBOURG/LUXEMBOURG LUXEMBOURG,49.61667,6.21667,376.0,nan,141.4,158.6,116.1,145.6,159.4,165.0,156.1,115.6,135.6,nan,nan,nan,201.7,131.6
WMO07015,LILLE-LESQUIN FRANCE,50.56667,3.08333,47.0,nan,138.3,120.0,134.7,124.0,134.7,153.0,138.3,121.4,129.4,119.4,142.4,116.6,179.0,nan
WMO07149,ORLY FRANCE,48.71667,2.38333,90.0,nan,nan,nan,nan,151.1,167.3,152.9,125.3,118.4,156.0,137.9,149.9,131.9,190.0,nan
WMO07299,BALE-MULHOUSE FRANCE,47.60000,7.50000,273.0,nan,145.3,158.4,126.6,147.0,155.3,196.0,125.6,133.0,155.9,140.6,142.3,161.4,nan,nan
WMO07577,MONTELIMAR FRANCE,44.56667,4.71667,74.0,nan,195.3,234.4,171.7,229.6,203.7,208.9,176.3,176.7,207.9,187.7,205.1,228.6,215.4,nan
WMO07747,PERPIGNAN FRANCE,42.73333,2.86667,44.0,nan,174.4,222.7,203.6,237.0,206.7,244.6,177.6,199.9,222.6,nan,nan,nan,193.4,200.9
WMO08023,SANTANDER SPAIN,43.48333,-3.78333,59.0,nan,160.4,176.9,176.1,192.7,160.9,199.1,170.7,169.6,204.7,167.1,178.9,176.0,201.1,175.1
WMO08075,BURGOS/VILLAFRIA SPAIN,42.35000,-3.61667,892.0,nan,167.7,200.0,195.7,204.9,196.7,249.4,185.9,206.1,218.4,nan,nan,nan,230.1,201.4
WMO08161,ZARAGOZA SPAIN,41.63333,-0.90000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
WMO08219,COLMENAR VIEJO/FAMET SPAIN,40.68333,-3.75000,998.0,nan,178.6,232.6,200.1,232.4,224.9,264.0,222.3,228.0,219.7,192.4,223.3,275.0,215.3,nan
WMO08238,TORTOSA SPAIN,40.81667,0.48333,50.0,nan,204.7,229.7,186.7,222.9,235.3,247.6,208.3,235.7,220.0,210.0,204.3,244.0,233.0,nan
WMO08314,MENORCA/MAHON SPAIN,39.85000,4.20000,86.0,nan,181.7,155.1,141.9,195.3,171.3,225.0,178.3,175.9,217.0,182.0,216.6,231.9,207.9,251.0
WMO08397,MORON DE LA FRONTERA SPAIN,37.15000,-5.60000,88.0,nan,212.3,249.0,203.7,254.7,249.3,276.4,230.4,240.4,243.9,210.6,252.6,nan,241.7,258.7
WMO08452,CADIZ OBS. SPAIN,36.50000,-6.25000,9.0,nan,186.0,nan,210.0,nan,nan,nan,234.3,nan,nan,nan,nan,nan,nan,nan
WMO08515,SANTA MARIA (ACORES) PORTUGAL,36.96667,-25.16667,100.0,nan,253.0,216.4,220.4,nan,188.0,202.0,139.0,nan,204.0,nan,nan,nan,179.4,170.7
WMO08558,EVORA/C. COORD PORTUGAL,38.53333,-7.90000,246.0,nan,212.6,250.4,216.0,234.4,185.1,218.9,193.9,248.0,145.7,nan,nan,251.0,177.7,146.3
WMO10035,SCHLESWIG GERMANY,54.51667,9.53333,nan,nan,122.4,120.9,94.0,132.7,132.3,142.9,104.9,110.3,122.9,129.0,130.1,nan,150.3,100.3
WMO10131,CUXHAVEN GERMANY,53.86667,8.70000,12.0,nan,133.0,125.4,120.9,132.6,118.7,137.3,96.1,116.3,118.3,nan,nan,nan,159.9,117.0
WMO10168,GOLDBERG GERMANY,53.60000,12.10000,59.0,nan,nan,nan,nan,133.3,123.4,153.4,139.1,119.9,125.9,142.9,127.1,104.1,177.3,nan
WMO10235,SOLTAU GERMANY,52.95000,9.78333,77.0,nan,nan,nan,nan,120.9,103.4,149.9,114.7,100.4,117.1,118.4,109.9,92.6,166.6,120.4
WMO10282,FELDBERG/MECKLENBURG GERMANY,53.31667,13.41667,116.0,nan,nan,nan,nan,121.9,133.3,159.6,139.9,112.0,124.3,131.0,122.4,98.1,174.0,141.0
WMO10325,BAD SALZUFLEN GERMANY,52.10000,8.75000,136.0,nan,225.0,nan,nan,109.7,105.1,154.9,128.4,106.1,118.6,120.3,121.6,89.9,174.0,nan
WMO10381,BERLIN-DAHLEM GERMANY,52.46667,13.30000,nan,nan,168.1,128.4,119.9,137.6,140.1,182.4,172.9,119.4,134.9,156.7,137.9,nan,196.3,157.9
WMO10427,KAHLER ASTEN GERMANY,51.16667,8.48333,858.0,nan,136.7,99.4,87.0,94.9,94.7,137.7,124.3,80.6,89.6,90.4,112.7,63.6,150.4,94.6
WMO10453,BROCKEN GERMANY,51.80000,10.61667,1152.0,nan,150.9,80.7,88.3,99.9,113.1,153.7,128.7,81.3,98.4,nan,nan,69.7,156.3,nan
WMO10490,DOBERLUG-KIRCHHAIN GERMANY,51.63333,13.56667,97.0,nan,nan,nan,nan,122.3,143.1,181.6,163.3,121.1,122.3,134.6,115.4,106.6,170.3,nan
WMO10520,ANDERNACH GERMANY,50.41667,7.41667,76.0,nan,nan,nan,nan,nan,nan,149.0,129.3,106.3,93.6,nan,nan,nan,165.9,120.3
WMO10552,SCHMUECKE GERMANY,50.65000,10.76667,939.0,nan,nan,nan,nan,86.0,126.9,165.6,147.3,92.1,92.4,92.1,98.7,68.3,167.0,nan
WMO10579,MARIENBERG GERMANY,50.65000,13.13333,640.0,nan,nan,nan,nan,120.3,137.1,177.1,152.4,122.6,124.0,127.3,109.9,95.9,177.9,153.1
WMO10646,NEUHUETTEN-SPESSART GERMANY,50.00000,9.41667,340.0,nan,nan,nan,nan,119.4,127.4,167.9,148.1,112.9,85.1,nan,nan,nan,186.3,123.7
WMO10706,THOLEY GERMANY,49.46667,7.03333,387.0,nan,nan,nan,nan,135.4,143.9,162.4,151.1,96.7,124.4,nan,nan,nan,204.6,126.9
WMO10742,OEHRINGEN GERMANY,49.20000,9.51667,274.0,nan,167.0,139.6,104.1,125.1,146.7,179.3,158.9,118.1,120.4,114.3,146.1,117.9,196.1,191.0
WMO10796,ZWIESEL GERMANY,49.01667,13.23333,616.0,nan,nan,nan,nan,130.1,142.0,174.1,148.1,109.0,123.7,nan,nan,102.3,186.3,nan
WMO10852,AUGSBURG GERMANY,48.41667,10.93333,476.0,nan,170.7,132.1,106.6,124.4,129.3,168.4,138.4,113.7,87.4,101.6,143.7,137.7,187.4,145.0
WMO10929,KONSTANZ GERMANY,47.66667,9.18333,444.0,nan,148.4,130.3,124.4,140.0,134.0,141.3,121.4,110.0,123.0,118.3,143.1,147.4,207.0,nan
